Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,RC,Tribunal,ICE,Forme Juridique,Capital
Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,Numero RC,Tribunal,ICE,Forme Juridique,Capital
ETUDES DE PROJETS DE MATERIEL ET DE TRAVAUX PUBLICS (STE D') (SEPROMATRA), etude de tous projets de materiel de travaux publics representation commissions vente import-export de tous produits etc, Immeuble Liberte Place De La Revolution Francaise,Casablanca,33.58694440000001 : -7.6111111000000164, 18991,Tribunal de Casablanca,,Societe Anonyme, 30 000
MAROC (STE DES SIEGES INDUSTRIALISES AU), industrialisation et commerce du liege, 61 Avenue Du Chellah,Rabat,34.015049 : -6.83272, 20,Tribunal de Rabat,,Societe Anonyme, 450 000
VIALA-MAROC (STE), acquisition ou prise a bail de tous domaines et proprietes agricoles exploitation de ces domaines, Ouled Hamou Par Souk Sebt Des Ouled Nema,Casablanca,33.58694440000001 : -7.6111111000000164, 19881,Tribunal de Casablanca,,Societe Anonyme, 10 000
MA TAPISSERIE (STE), assemblement siege tissus meubles, Rue Aristide Briand,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 3495,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 10 000
FRANK ET DEBORAH, l'industrie de fabrication de confection et de transformation de tous articles d'habillement, 78 A Rue Du Mexique,Tanger-Assilah,35.77992 : -5.8144, 4465B,Tribunal de Tanger,,Societe Anonyme, 500 000
STE HERITIERS DE JOSE P. GUIMARAES ET SOCORRO, fabrication et vente de conserves alimentaires de poissons, Rue Du Lieutenant Montaigut,Casablanca,33.533333 : -7.583333, 21803,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000
RIVOIRE PERE ET FILS (ETS), graines de semences potziers et florale plantes et accessoires, Place De Marche Municipal,Rabat,34.015049 : -6.832719999999995, 7012,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000
DAT MAR, la commercialisation et exportation de poissons frais et vivants ainsi que tous produits de mer, Hay El Kendy Rue 20 N27,Nador,35.17347 : -2.921366, 2373,Tribunal de Nador,,Societe Anonyme, 10 000
AIGLE (ACCUMULATEURS L'), fabricant d'accumulateurs electriques, Rue Mohamed Zerktouni N257,Khemisset,33.828619 : -6.071011, 23859,Tribunal de Khemisset,,Societe Anonyme, 12 000
ROUMAINE POUR L'EXECUTION DES TRAVAUX D'ADDUCTION FONCIERES (ESE) (ARCIF)," irrigation, forage des puits a l'eau, pont, amenagements des cours d'eau installations pour le traitement des eaux", Bd Mohamed V,El-Jadida,33.242556 : -8.498323, 1151,Tribunal de Eljadida,,Societe Anonyme, 100 000
MARROQUI DE SEGUROS GENERALES (CIE), assurances, Villa Paquet Propriete Dite Robert 8e,Casablanca,33.533333 : -7.583333, 23523,Tribunal de Casablanca,,Societe Anonyme, 500 000
DENIA FLEX," import export (tous tuyaux flexibles basse,moyenne,haute et tres haute pression)",N/A,N/A,33.58694440000001 : -7.6111111000000164, 93471,Tribunal de Casablanca, 000514178000028,Societe Anonyme, 400 000
SOCIETE IMMOBILIERE AHL NIZAR, achat des lots construction et vente immobilieres, 5 Bd El Khalil Hay Moulay Abdellah,Casablanca,33.54838 : -7.60117, 150857,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000
SAFIAT (SAFIAT), representation de la marque fiat, Rue De L'industrie,Safi,32.309897 : -9.232274, 3307,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 5 000
SOGIPROC (SOGIPROC), import-export dans tous domaines et notamment chimiques informatiques, 6 Rue Canizares,Casablanca,33.587145 : -7.61123, 64117,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 600 000
MAROCAINE FONCIERE INDUSTRIELLE ET COMMERCIALE (STE) (SOMAFINCO)," toutes marchandises en gros en detail, achat vente", Beni Tadjit,Figuig,32.124722 : -1.226081000000022, 6190,Tribunal de Fes,,Societe Anonyme, 500 000
SINDIBAB (BOULANGERIE PATISSERIE), la fabrication la participation l'achat la vente en gros ou en detail de tous produits de boulangerie patisserie confiserie et biscuiterie etc, Charia El Haouz,Rabat,33.983512 : -6.826427, 25337,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000
OUARKZIZ (STE), construction et travaux divers, 51 Rue 5 Ain Errahma,Tan-Tan,28.440298 : -11.096874, 199,Tribunal de Tantan,,Societe Anonyme, 100 000
EURAFRICAINE DE COURTAGE ET DE REPRESENTATION (STE) (EUREP)," achat, vente, ferme ou a la commission, consignation, commerce en general de toutes matieres premieres, denrees, produits articles, materiels...", 83 Bd De La Residence,Casablanca,33.58162 : -7.603707, 36375,Tribunal de Casablanca,,Societe Anonyme, 10 000
STE SOTOF, travaux de tour la soudure et le froid, Rue Marrakech Hay Rabha 190,Taroudannt,30.487319 : -8.842818, 229,Tribunal de Taroudant,,Societe a Responsabilite Limitee, 40 000
HERGON (STE) (HERGON)," industrie et commerce, representation commission, consignation et courtage de tous produits bruits ou manufactures", 73 Rue De Charmes,Casablanca,33.589362 : -7.614386, 18673,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 000
MEHDIA (PLASTIC)," fabricant de boites metalliques, objets et fournitures en detail", Quartier Industriel N1235,Sale,34.036539 : -6.80378, 3119,Tribunal de Sale,,Societe Anonyme, 100 000
IMEX UNIVERS TRADE, import-export commerce et industrie, Hay Oued Fes Rue 13 N 46,Fes,34.05632 : -5.025143, 20341,Tribunal de Fes,,Societe a Responsabilite Limitee a Associe Unique, 100 000
OULD EL HAJ (ESE), entreprise de travaux publics et construction, N26 Rue 2 Hay El Brique,Khouribga,32.888464 : -6.903323, 63,Tribunal de Khouribga,,Societe a Responsabilite Limitee, 100 000
TANFID (TANFID), acivite immobiliere, 10 Bd Al Moukaouama,Tanger-Assilah,35.77765 : -5.80726, 4585,Tribunal de Tanger, 001658811000010,Societe a Responsabilite Limitee, 6 000 000
BOULANGERIE PATISSERIE TAGHZOUT, boulangerie patisserie, N1299 Rue Abdelkrim Al Khattabi Hay Essalam,Sale,34.04253 : -6.78511, 4219,Tribunal de Sale, 001668063000078,Societe a Responsabilite Limitee, 100 000
TANALT (SOCIETE EQUIPEMENT)," commerce des appareils electromenager, radio, tv"," Hay Znaydi, N 298 Bis, En Face Pharmacie Dcheira, Route Principale Dcheira-inezgane",Inezgane- Ait Melloul,30.369555 : -9.528348, 2947,Tribunal de Agadir,,Societe Anonyme, 100 000
BAR RESTAURANT L'IBIS," bar, restaurant", 6 Rue Khalid Ibn Oualid,Tanger-Medina (AR),35.781098 : -5.810796, 10315,Tribunal de Tanger, 001654458000074,Societe a Responsabilite Limitee, 560 000
MARECHAL LYAUTEY (STE IMMOBILIERE DE L'AVENUE DU) (SIAMALY), achat vente exploitation mise en valeur sous toutes ses formes y compris de location de tous immeubles batis ou non batis urbain ruraux, Avenue Lucien Saint,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 2631,Tribunal de Marrakech,,Societe Anonyme, 10 000
AMBA (STE) (AMBA), participation creation exploitation tous commerces et industries, 15 Rue Vignemale,Casablanca,33.580262 : -7.630217, 11095,Tribunal de Casablanca,,Societe Anonyme, 1 000 000
DURABILITE TRAVAUX," entrepreneur de travaux divers ou construction (electricite, plomberie, climatisation)", 25 Lot Adrar M'hamid Menara,Menara (AR),31.6333333 : -8, 18525,Tribunal de Marrakech, 000070310000017,Societe a Responsabilite Limitee, 100 000
SYS.NET," la societe a pour objet au maroc ainsi que dans tous les pays etrangers ce qui suit : 1 - l'achat, la vente, la commercialisation de materiel informatique et bureautique., 2 - l'importation, l'exportation de tout article, materiel, accessoires informatiques et de bureau. 3 - l'installation, la pose, la maintenance, la reparation, la sous-traitance des reseaux informatiques, et de telecommunication. 4 - la participation, dans les appels d'offre publics ou prives au maroc ou a l'etranger. 5 - la creation et l'exploitation de cybers et de cybers cafes. 6 - la representation de toutes marques ou maisons de commerces et distribution, de leurs produits au maroc ou a l'etranger. 7 - la participation ou la prise d'interets dans toute societe ou entreprise ayant un objet similaire ou connexe. et d'une maniere generale, toutes operations mobilieres ou immobilieres se rattachant directement ou indirectement a l'objet de la societe ou pouvant en favoriser l'expansion.", Groupe D'habitation Al Moustakbal Bloc 31 Immeuble 275 Appt Ndeg 1 Rez-de-chaussee Sidi Maarouf.,Casablanca,33.52482 : -7.65048, 158757,Tribunal de Casablanca, 000218283000079,Societe a Responsabilite Limitee a Associe Unique, 10 000
EMIFOR (EMIFOR), exploitant de mines, 42 Bd De La France,Casablanca,33.533333 : -7.583333, 54317,Tribunal de Casablanca,,Societe Anonyme, 100 000
BREMAR (STE) (BREMAR), toutes operations concernant produits chimiques et pharmaceutiques, 14 Rue Vitalis,Casablanca,33.58694440000001 : -7.6111111000000164, 21283,Tribunal de Casablanca,,Societe Anonyme, 1 000
TRANSPORT MAGHREBIN TOUTES DIRECTIONS (T. M. T. D), entrepreneur de transports de marchandises, 12 Rue Sabri Boujemaa 1er Etage,Casablanca,33.590902 : -7.606367, 77687,Tribunal de Casablanca, 001430732000001,Societe a Responsabilite Limitee a Associe Unique, 1 500 000
COMERMA (COMERMA), ste de negoce et de materiaux de construction, Rue Khenifra Impasse 2 M'hannech Ii N10,Tetouan,35.572464 : -5.375723, 1773,Tribunal de Tetouan,,Societe Anonyme, 40 000
LOTIPRO, promoteur a la construction d'immeubles.,N/A,N/A,33.58905 : -7.64109, 157479,Tribunal de Casablanca, 001703221000054,Societe a Responsabilite Limitee, 120 000
SHERAZADE TBWA, distributeur de films cinematographiques, 6 Rue Gay Lussac,Casablanca,33.590848 : -7.614185, 67455,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 000
ERETEC, etude et realisation des installations electriques bt et mt, Amal 3 Rue 5 N 63 Bis Sidi Bernoussi,Casablanca,33.5716089139 : -7.5929500758, 96177,Tribunal de Casablanca, 000528120000051,Societe a Responsabilite Limitee, 100 000
KASN (STE) (KASN), loueur de salles ou locaux amenages pour reunions ceremonies fetes ou expositions, 130bis Boulevard El Alou,Rabat,34.0296 : -6.83769, 43755,Tribunal de Rabat,,Societe Anonyme, 60 000
LOUBKARA TRADING, marchand effectuant importation et exportation, 80 Bd Lalla Yacout,Casablanca,33.58989 : -7.61139, 54171,Tribunal de Casablanca,,Societe Anonyme, 100 000
SOCIETE D'EXPLOITATION D'ELECTRICITE ZAHAR, entrepreneur installation electrique, Hay Oulfa Rue 20 N 33 Ferrara I Hay Hassani,Casablanca,33.58694440000001 : -7.6111111000000164, 72559,Tribunal de Casablanca, 000084644000029,Societe a Responsabilite Limitee, 100 000
PRESERVATRICE (LA), assurances contre les accidents, Impasse Ligouzac Villa Ligouzac,Meknes,33.894082 : -5.544582, 2319,Tribunal de Rabat,,Societe Anonyme, 60 000
PHARE (LE)," bar, cafe, restaurant", Route De La Corniche El Hank,Casablanca,33.608059 : -7.653017, 24973,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000
TECHNIC FILE," traitement informatique billets, monnaie et courrier", 61 Angle Rue Grasset Et Ibnou Khatima Quartier Des Hopitaux,Casablanca,33.580657 : -7.62206, 59623,Tribunal de Casablanca, 001514791000014,Societe a Responsabilite Limitee a Associe Unique, 1 000 000
TANJA EL AQARIA," achat, echange, achat a remerer option de terrains, immeubles proprietes edifier ou a louer toutes operations se rattachant a cet objet", 9 Rue Washington,Tanger-Assilah,35.746434 : -5.808113, 13,Tribunal de Tanger,,Societe Anonyme, 5 000
NAJAH (KAFTANE), confection artisanal, Rue 1 Derb El Miter N59-61,Casablanca,33.5665142143 : -7.60967460878, 45687,Tribunal de Casablanca, 001514362000054,Societe Anonyme, 500 000
J. HIRI AUTOS PARTS.," importation negoce, achat et vente de toutes sortes de pieces autos, le courtage, la representation, la commercialisation et la distribution de tout objet produit, matieres, materiel, marchandise, engins et accessoires neufs occasion ou ferrailles, representation et commercialisation de tous produit", Rue 28 N102 Hay El Wahda Ii,Laayoune,27.158503 : -13.207882, 5693,Tribunal de Laayoune,,Societe a Responsabilite Limitee a Associe Unique, 10 000
SUD (MIROITERIE SERIGRAPHIQUE DU), marchand de glaces, 625 Bd Mohamed V,Casablanca,33.590214 : -7.591511, 73831,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000
TRANSFORMATION ALIMENTAIRE MAROCAINE (COMPTOIR DE) (COMTRAMAR), la production et la transformation par sugelotion de tous legumes viande poissons et en general de tous produits se portait a l'usage du froid, Boulevard D'essaouira,Marrakech,31.627778 : -8.064089, 4203,Tribunal de Marrakech,,Societe Anonyme, 100 000
SIDI KACEM (STE DES TANNERIES DE)," achat, preparation, transformation, commercialisation", Rue Du Souk En Face Des Abbatoirs Ancien Quartier Industriel,Sidi-Kacem,34.225687 : -5.709779, 24467,Tribunal de Sidi Kacem,,Societe Anonyme, 100 000
STATION BIR ATTOUR," tenant station de service, restaurateur a prix fixe", Lot 239 Lotissement Moutawakil Dar Bouazza,Casablanca,33.515224 : -7.817848, 118575,Tribunal de Casablanca,,Societe a Responsabilite Limitee a Associe Unique, 100 000
COMPLEXE AUDIOUSUEL DE MARRAKECH (CAUDIOM)," la production et la co-production de films cinematograph. de tv. ou de video, la gestion d'exploit.de studios,salle de cinema et video club imp.exp", 79 Avenue Hassan Ii,Casablanca,33.58905 : -7.62039, 56195,Tribunal de Casablanca,,Societe Anonyme, 600 000
SOCIETE DES TRAVAUX D'ORGANISATION ET DE CONSTRUCTION, entrepreneur de batiments - entreprneur de travaux divers, Rue 24 Lot 161 Ndeg 67 Hay Essada,Casablanca,33.55672 : -7.667043, 115757,Tribunal de Casablanca, 001429481000022,Societe a Responsabilite Limitee, 100 000
RESCO AFRIQUE," representation de toutes industries chimiques, savon, detergents et derives", Rue N18 Belair,Meknes,33.888903 : -5.502004, 18879,Tribunal de Meknes,,Societe Anonyme, 100 000
MORUS VALID, import export, N67/69 Rue 709 Av. Abderrahim Boubaid Erac Bouargne,Agadir (M),30.411797 : -9.577852, 11375,Tribunal de Agadir,,Societe a Responsabilite Limitee, 100 000
MAJD (MAJD), promotion construction d'immeuble, 77 Avenue 2 Mars,Casablanca,33.55857 : -7.60745, 74467,Tribunal de Casablanca,,Societe Anonyme, 1 000 000
LACHKAR FRERES, tanneur de cuir marchand exportateur, Q.i Ain Nokbi Lot Saada 4-5,Fes-Medina (AR),34.063664743 : -4.9508054245, 18111,Tribunal de Fes, 001560834000005,Societe a Responsabilite Limitee, 200 000
H. LAMARCHE ET A. MESRINE (ETS), peinture et decoration nettoyage et entretien, 9 Rue Do-hu,Casablanca,33.594741 : -7.611253, 13753,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 350 000
P. HOLM ET STROMBERG MAISON SELECTA (ETS), achat vente industrie de produits alimentaires et autres, 33 Rue Du General Margueritte,Casablanca,33.59045 : -7.60928, 3185,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 200 000
MEKNES (PROMOTION MANAGEMENT) (PROMAMEK), promotion commerciale et immobiliere, 14 Bd Mohamed V Appt 4,Meknes,33.899304 : -5.546754, 18345,Tribunal de Meknes,,Societe Anonyme, 50 000
SOMAFERID (SOMAFERID), fabrication de rideaux et ferronnerie, Rue Ben Ghazi N4,Rabat,34.015585 : -6.83235, 26725,Tribunal de Rabat,,Societe a Responsabilite Limitee, 10 000
DAYDI (ETS), entreprise de travaux publics, Port Agadir,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 981,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 320 000
FAREAST TRADE, import export, 3 Rue Brahim Ibn Adham 4 Eme Etge Maarif,Casablanca,33.581588 : -7.631696, 113115,Tribunal de Casablanca,,Societe en Nom Collectif, 20 000
STE JORDANCAR, location de voiture," 34, Rue Malouia N1 Agdal",Rabat,34.001332 : -6.849668, 50377,Tribunal de Rabat, 000529525000043,Societe a Responsabilite Limitee, 100 000
TAGMEK (TAGMEK), marchand exportateur, Rue Abou Abbas El Azfi N38,Casablanca,33.57699 : -7.6429, 75661,Tribunal de Casablanca, 001320000000031,Societe a Responsabilite Limitee, 20 000
MODE (ECOLE DES TECHNIQUES DE LA), tenant une ecole de coupe, Rue Al Marrakchi N64 Val D'anfa,Casablanca,33.59136 : -7.651045, 53801,Tribunal de Casablanca,,Societe Anonyme, 100 000
LIHIMDI FRERES (STE)," travaux divers, transport de marchandises import export travaux publics travaux de construction, agricoles commerciales pestation de services negoce commercialisation entretien et reparation frein de vehicule", 5 Av Lalla Zouaoua Imm 86,Sidi-Kacem,34.225687 : -5.709779, 17,Tribunal de Ouazzane,,Societe a Responsabilite Limitee, 100 000
BRAZ NEGOCE," achat, vente, import et export des electromenages et accessoires sans limitation", Hay Sadri Bloc 4 Rue 14 N 35,Casablanca,33.5691451409 : -7.5534799094, 151459,Tribunal de Casablanca, 000015028000092,Societe a Responsabilite Limitee, 10 000
MAAMRANE (COOPERATIVE AGRICOLE)," reproduction des geneteurs bovins et ovins , engraissement et commercialisation de la production etc...", Souk Lakhmis,Ouarzazate,31.307122 : -6.030561, 129,Tribunal de Ouarzazate,,Cooperative, 80 000
CHEMSI JAMALADDIN IMPORT-EXPORT (CJIE)," importation-exportation de tout produits, materiaux et marchandises sans limitation, travaux divers et libre service", Hay Salam Secteur 4 N953,Sale,34.035536 : -6.787383, 4195,Tribunal de Sale,,Societe a Responsabilite Limitee a Associe Unique, 100 000
NEGAYARTO, marchand effectuant import export, 3 Rue De Thann,Casablanca,33.587796 : -7.611229, 117781,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000
FORUM PROMOTION IMMOBILIERE (FOPROM)," constructions des immeubles, promoteur", Rue Chauia N4,Casablanca,33.58694440000001 : -7.6111111000000164, 72223,Tribunal de Casablanca,,Societe Anonyme, 100 000
HIGHLY AIR CONDITIONED, md et entretien de machines frigorifiques, N 46 Angle Av Khalid Ben Walid Et Av Kacim Amine Cite Dakhla,Agadir-Ida Ou Tanane,30.4124 : -9.55729, 10851,Tribunal de Agadir,,Societe a Responsabilite Limitee, 120 000
VARI (EL) (VARI (EL))," achat, vente en gros, demi-gros et detail, import-export de toutes matieres et denrees", 7 Ront Point D'amade,Casablanca,33.589705 : -7.619995, 26769,Tribunal de Casablanca,,Societe Anonyme, 30 000
SOCIETE POUR L'EXPANSION DU COMMERCE ET DE L'INDUSTRIE (SECI), exploitation de toutes matieres," 233, Route De La Vieille Montagne",Tanger-Medina (AR),35.79131 : -5.83722, 1303,Tribunal de Tanger,,Societe a Responsabilite Limitee a Associe Unique, 100 000
MENUSONS (MENUSONS), exploitation d'un bazar hindu, 8 Place De France,Tanger-Assilah,35.781058 : -5.812675, 2611,Tribunal de Tanger,,Societe Anonyme, 10 000
CRISLU (CRISLU)," toutes operations immobilieres, acquisitions et ventes de terrains, edification d'immeubles, toutes operations commerciales, commissions..."," Avenue Passadena Quartier Passadena ""villa Crislu""",Tanger-Assilah,35.767341 : -5.802879, 1009,Tribunal de Tanger,,Societe Anonyme, 26 000
